IWX_TABLE_ID,IWX_SOURCE_ID,TABLE_NAME,DATALAKE_SCHEMA,DATALAKE_PATH,TARGET_RELATIVE_PATH,DATALAKE_TABLE_NAME,SOURCE_FILE_TYPE,INGEST_SUBDIRECTORIES,SOURCE_RELATIVE_PATH,EXCLUDE_FILENAME_REGEX,INCLUDE_FILENAME_REGEX,IS_ARCHIVE_ENABLED,ENCODING,ESCAPE_CHARACTER,HEADER_ROWS_COUNT,PROBABLE_NATURAL_KEYS,STORAGE_FORMAT,INGESTION_STRATEGY,WATERMARK_COLUMN,SCD_TYPE_2,TARGET_DATABASE_NAME,TARGET_SCHEMA_NAME,TARGET_TABLE_NAME,TABLE_GROUP_NAME,PARTITION_COLUMN,USER_MANAGED_TABLE,MAX_MODIFIED_TIMESTAMP
63f86c28a5579a69ab2635cf,63f8533fa5579a69ab2635c6,VCCC400_CUSTOMER_LOC_CHANGE,PUBLIC,/iw/sources/csv_mload_att_source/VCCC400_CUSTOMER_LOC_CHANGE_schema,/VCCC400_CUSTOMER_LOC_CHANGE_schema,VCCC400_CUSTOMER_LOC_CHANGE,csv,False,/mload_datafiles/,(.*done_bkp.*|.*done_backup.*|.*_bkp|.*rome_dlt.*),.*,False,UTF-8,\,0,"CUSTOMER_DISPLAY_ID,SALES_ACCOUNT_DISPLAY_ID,FUTURE_SALES_ACCT_DISPLAY_ID,CUSTOMER_ULT_PARENT_DISPLAY_ID,FD_GID,CUSTOMER_SOURCE_ID,ORG_NODE_DISPLAY_ID,LU_ID,ADDRESS_LOCATION_ID,CLOCID",parquet,FULL_REFRESH,,FALSE,ABHI_DATABASE,PUBLIC,VCCC400_CUSTOMER_LOC_CHANGE,,"{""PARTITION_COLUMN"": """", ""DERIVED_PARTITION"": ""False"", ""DERIVED_FORMAT"": """"}",TRUE,2023-01-01T00:00:00.000Z
